,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,Langue_JVC
11531,Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11532,Sound Novel Tsukuru,SNES,1996.0,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,"Success, ASCII",,,,,,,,,,no_data,no_data,no_data,,,,,
11533,World Championship Poker: Deluxe Series,DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,(1),4,,,,,
11534,Dragon Slayer: The Legend of Heroes,GEN,1994.0,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(0),--,,,,Console Virtuelle Cartouche Disquette CD,
11535,NHL Hitz 20-03,GC,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,14,(4),17.5,,,,DVD Nintendo Game Disc Cartouche,
11536,Momotarou Dentetsu 11,GC,2002.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11537,The Idolm@ster,X360,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,"Bandai Namco Entertainment, PLUS",,,,,,,,,,--,(0),--,,,,,
11538,Infernal: Hell's Vengeance,X360,2009.0,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,,,,,,,,,,,8,(19),9.4,+16 ans,non,Jouable en solo,DVD,
11539,Guilty Gear XX Slash,PS2,2006.0,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(2),5,+12 ans,1 à 2,,CD,
11540,Salon Superstar,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08,,,,,,,,,,,--,no_data,no_data,+3 ans,,,Navigateur Internet,Textes en français
11541,Urban Reign,PS2,2005.0,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,,,,,,,,,,,12,(30),16.4,+16 ans,2 à 4 joueurs,,DVD,Textes en français Voix en anglais
11542,Super Robot Taisen Z Special Disc,PS2,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(0),--,,,,DVD,
11543,Slayers Royal 2,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,Kadokawa. Date de sortie (Occident): Non renseignée. Date de sortie (Asie): 3 septembre 1998. Description courte: A venir.,,,,,,,,,,no_data,no_data,no_data,,,,,
11544,Family Game Night 4: The Game Show,X360,2011.0,Misc,Electronic Arts,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,no_data,no_data,,,,,
11545,All-Star Baseball 2004,GC,2003.0,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,13,(2),15,+3 ans,,,DVD CD Cartouche Nintendo Game Disc,Voix en anglais Textes en anglais
11546,Madden NFL 08,GC,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,15,(4),19,+3 ans,,Multi en ligne,UMD Blu-Ray DVD Nintendo Game Disc Cartouche,Voix en français Textes en français Voix en anglais Textes en anglais
11547,Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11548,Frogger Beyond,XB,2002.0,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,--,no_data,no_data,,,,,
11549,Man vs. Wild,Wii,2011.0,Action,Crave Entertainment,0.07,0.0,0.0,0.0,0.08,,,,,,,,,,,--,(1),14,,,,DVD,
11550,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11551,Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11552,"Ni Hao, Kai-lan: Super Game Day",PS2,2009.0,Misc,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,,,,,,,,,,,--,(0),--,+3 ans,,,,
11553,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11554,Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11555,Captain Tsubasa,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(8),16.8,,,,CD,
11556,Pitfall: The Lost Expedition,GC,2004.0,Platform,Activision,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11557,Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.08,,,,12 ans et plus.,,,,,,,15,(208),16.6,+3 ans,2 à 6 joueurs via LAN et Internet,Multi en local Multi en ligne,CD,Voix en français Textes en français
11558,No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,0.04,0.03,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11559,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,,,,,,,,,,,12,(8),18,+12 ans,,Jouable en solo,DVD Cartouche Blu-Ray,
11560,GT Advance 3: Pro Concept Racing,GBA,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11561,PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,13,(1),14,+3 ans,Non,Jouable en solo,UMD,Textes en français Voix en anglais
11562,Duke Nukem: Land of the Babes,PS,2000.0,Shooter,Atari,0.04,0.03,0.0,0.0,0.08,,,,,,,,,,,13,(35),15.2,+16 ans,2 joueurs,,CD,Voix en français Textes en français
11563,Majin Tensei,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(0),--,,,,Cartouche,
11564,Dragon Force II: Kamisarishi Daichi ni,SAT,1998.0,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11565,Monkey Hero,PS,1998.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.0,0.08,,,,,,,,,,,--,(2),20,+3 ans,Non,Jouable en solo,CD,
11566,Tokyo Beat Down,DS,2008.0,Action,Success,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,(1),16,,Non,Jouable en solo,Cartouche,
11567,Krazy Ivan,PS,1995.0,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08,,,,,,,,,,,--,(1),16,,,,CD,
11568,Need for Speed: Most Wanted,PC,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,,,,,,,,,,,15,(34),15.8,+7 ans,2 joueurs hors ligne et jusqu'à 6 joueurs en ligne,Multi en ligne,iDensity,Voix en français Textes en français
11569,Quo Vadis,SAT,1995.0,Strategy,Glams,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11570,The Legend of Kage 2,DS,2008.0,Action,Square Enix,0.07,0.0,0.0,0.0,0.08,,,,,,,,,,,11,(6),14.7,+12 ans,non,Jouable en solo,Cartouche,
11571,Fate/Tiger Colosseum,PSP,2007.0,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(2),17.5,,4 joueurs,,UMD,Voix en japonais Textes en japonais
11572,World Party Games,Wii,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,(0),--,+16 ans,,,,
11573,Samurai Warriors Chronicles 3,3DS,2014.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,no_data,no_data,,,,,
11574,Open Season,PSP,2006.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,(3),16.7,,,Jouable en solo,,
11575,Animal Kingdom: Wildlife Expedition,Wii,2009.0,Adventure,Natsume,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,no_data,no_data,,,,,
11576,Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.02,0.08,Gearbox Software Date de sortie : N.C.,,,,,,,,,,--,(0),--,+18 ans,,,,
11577,Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,(1),14,,,,,
11578,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005.0,Role-Playing,Atari,0.05,0.02,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11579,R: Racing Evolution,GC,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,12,(19),16.1,+12 ans,,,DVD Nintendo Game Disc,Voix en français Textes en français
11580,Crayola: Colorful Journey,Wii,2009.0,Misc,Crave Entertainment,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,(0),--,,,,,
11581,Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,--,(0),--,,,,DVD,
11582,World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11583,Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08,,,,,,,,,,,16,(23),16.1,+12 ans,Non,Jouable en solo,DVD,Voix en anglais Textes en anglais
11584,Vietcong: Purple Haze,XB,2004.0,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,9,(8),13.5,+18 ans,,Jouable en solo,DVD,Textes en français Voix en anglais
11585,Conflict: Desert Storm,GC,2003.0,Shooter,SCi,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,--,(2),19.5,+16 ans,,,,
11586,One Piece: Gear Spirit,DS,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(19),13.8,,1 à 4,,Cartouche,
11587,Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,13,(1),20,+3 ans,,,CD,
11588,Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.02,0.0,0.01,0.08,,,,,,,,,,,5,(5),1,+3 ans,Non,Jouable en solo,,
11589,Minna no Joushiki Ryoku TV,Wii,2008.0,Misc,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,--,(0),--,,1 à 4 joueurs,,DVD,
11590,P.T.O. IV: Pacific Theater of Operations,PS2,2002.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08,,,,,,,,,,,10,(2),10.5,+3 ans,Non,Jouable en solo,CD,Voix en anglais Textes en anglais
11591,WipEout HD Fury,PS3,2009.0,Racing,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,,,,,,,,,,,16,(116),16.6,+3 ans,Oui,,Blu-Ray,Textes en français Voix en anglais
11592,Genkai Totsuki Moero Chronicle,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,15,no_data,no_data,,,,,
11593,Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,,,,,,,,,,,--,no_data,no_data,+18 ans,,Jouable en solo Multi en ligne,,
11594,Tears to Tiara: Garland of the Earth,PS3,2008.0,Strategy,Aqua Plus,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11595,Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.05,0.01,0.0,0.01,0.08,,,,"3 ans et plus | de Electronic Arts. 4.04,0 sur 5 étoiles (33).",,,,,,,--,no_data,no_data,,,,,
11596,Mind Quiz: Your Brain Coach,DS,2006.0,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11597,WRC 2: FIA World Rally Championship,X360,2011.0,Racing,Ubisoft,0.0,0.06,0.0,0.01,0.08,Milestone,,,,World Rally Championship,Multijoueur,,,,,12,(16),15.1,+3 ans,,Multi en ligne,DVD New Game Media Blu-Ray,Voix en français Textes en français
11598,The Hustle: Detroit Streets,PSP,2005.0,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,13,no_data,no_data,+16 ans,2 joueurs,,UMD,Textes en français Voix en anglais
11599,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004.0,Platform,Global Star,0.05,0.02,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11600,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,15,(16),17.1,+16 ans,2 à 16 joueurs,,DVD,Voix en français Textes en français
11601,Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11602,Conception: Please Give Birth to My Child!,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08,"Spike Chunsoft, Spike",,,,Conception,Solo,,,,,--,(0),--,,,,PlayStation Store,
11603,WRC 5: FIA World Rally Championship,PSV,2015.0,Sports,Bigben Interactive,0.0,0.06,0.0,0.02,0.08,,,"Allemand, Anglais, Français, Italien, ...",,,,,,,,no_data,no_data,no_data,,,,,
11604,Winter Sports 2011,Wii,2011.0,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.08,,,,,,,,,,,10,(2),12.5,+3 ans,2 joueurs en splitté et jusqu'à 4 en ligne,Multi sur le même écran Multi en ligne,DVD,Voix en français Textes en français
11605,Medal of Honor: Underground,GBA,2002.0,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08,,,,,,,,,,,3,(21),6,+12 ans,2 à 4 joueurs,,Cartouche,Textes en anglais
11606,Baroque,Wii,2008.0,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08,,,,,,,,,,,--,(2),19,+12 ans,,,UMD PlayStation Store DVD CD,
11607,Super Football,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.08,,,,,,,,,,,16,(162),8.8,,,,,
11608,The Idolmaster: Gravure For You! Vol. 3,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11609,Learn Geography,DS,2009.0,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11610,Divinity II: Ego Draconis,PC,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08,,,,,,,,,,,18,(161),16.7,+12 ans,Non,Jouable en solo,DVD,Voix en français Textes en français
11611,Disaster: Day of Crisis,Wii,2008.0,Action,Nintendo,0.0,0.03,0.04,0.0,0.08,,,,,,,,,,,16,(170),16,+16 ans,Non,Jouable en solo,DVD,Textes en français Voix en anglais
11612,Scooby-Doo! Unmasked,XB,2005.0,Platform,THQ,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,13,(19),17.1,+3 ans,,Jouable en solo,DVD Nintendo Game Disc Cartouche,Textes en français Voix en anglais
11613,Shovel Knight,PS4,2015.0,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,,,,,,,,,,,--,(4),18.3,+3 ans,,Jouable en solo,PlayStation Store,Voix en anglais Textes en anglais
11614,SCORE International Baja 1000: The Official Game,PS3,2008.0,Racing,Activision,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11615,Driven,GC,2002.0,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,12,(4),17,+3 ans,,,Cartouche Nintendo Game Disc DVD,Textes en anglais
11616,Dynasty Warriors 3,XB,2002.0,Action,THQ,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,15,(66),16.3,+12 ans,,,DVD,Voix en français Textes en français
11617,My Fun Facts Coach,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11618,Superman Returns,DS,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,,,,,,,,,,,6,(7),5.6,+12 ans,1-4 joueurs,,,
11619,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11620,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012.0,Action,Alchemist,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11621,Kung Fu Panda: Legendary Warriors,Wii,2008.0,Action,Activision,0.07,0.0,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11622,MTV Music Generator 3: This Is the Remix,XB,2004.0,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11623,Fairy Tail: Portable Guild 2,PSP,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,no_data,no_data,no_data,,,,,
11624,Yoru no Nai Kuni,PS4,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,15,(3),18.3,,,,Blu-Ray PlayStation Store,
11625,Backyard NBA Basketball,DS,2007.0,Sports,Atari,0.07,0.0,0.0,0.01,0.07,Humongous,,,,Série Backyard Sports,Multijoueur,,,,,--,(3),14,+3 ans,,,CD,
11626,Wizardry: Llylgamyn Saga,PS,1998.0,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,--,no_data,no_data,,,Jouable en solo,,
11627,Party Pigs: Farmyard Games,Wii,2009.0,Misc,Data Design Interactive,0.07,0.0,0.0,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11628,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11629,Gale Racer,SAT,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,15,(676),10.7,,massivement multijoueur online,Multi en ligne,Online,Textes en français Voix en anglais
11630,In The Groove,PS2,2005.0,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07,,,,,,,,,,,--,(1),20,,,Jouable en solo,,
11631,Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07,"Cyan Worlds, Ubisoft, Presto Studios, Sunsoft, PLUS",,,,,,,,,,19,(4),17,+3 ans,,Jouable en solo,Online Disquette CD Cartouche UMD App Store,Voix en français Textes en français
11632,Beat City,DS,2010.0,Misc,THQ,0.07,0.0,0.0,0.01,0.07,,,,,,,,,,,--,(1),10,+3 ans,,,Cartouche,
11633,Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.06,0.0,0.0,0.01,0.07,,,,,,,,,,,16,(3),13.7,,,Jouable en solo,,
11634,AKB1/149: Love Election,PSV,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11635,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008.0,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07,,,,,Naruto: Clash of Ninja,,,,,,no_data,no_data,no_data,,,,,
11636,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11637,Torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07,"Runic Games, XD, Echtra Games, Runic Games, Inc., Panic Button, XD Entertainment Pte Ltd, Xindong Network",,,,,,,,,,16,(187),16.2,+12 ans,non,Jouable en solo,Online,Voix en anglais Textes en anglais
11638,Winter Sports 2: The Next Challenge,X360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07,,,,,,,,,,,12,(1),17,+3 ans,,,DVD Cartouche,Textes en français Voix en anglais
11639,Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11640,Super Baseball,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.07,"NuFX, Hamster, SNK Corporation, Pallas",,,,,Multijoueur,,,,,--,no_data,no_data,+7 ans,,Jouable en solo Multi en local,,
11641,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11642,Formula One World Championship: Beyond the Limit,SCD,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,--,(0),--,,,,CD,
11643,Hakuouki DS,DS,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,--,(0),--,,,,Cartouche,
11644,Buster Bros. Collection,PS,1997.0,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07,Mitchell Corporation,,,,,Multijoueur,,,,,no_data,no_data,no_data,,,,,
11645,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11646,Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11647,Futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07,,,,,Animation adultes,,,,,,9,(22),12.9,+12 ans,Non,Jouable en solo,DVD,Voix en français Textes en français
11648,Medabots 8,3DS,2014.0,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11649,The History Channel: Battle for the Pacific,PS3,2008.0,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,,,,,,,,,,,2,(31),2.6,+16 ans,Oui,,Blu-Ray,Voix en anglais Textes en anglais
11650,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11651,Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07,,,,,,,,,,,17,(83),18.5,+7 ans,,,,
11652,Again,DS,2009.0,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07,,,,,,,,,,,--,(3),17.3,,,,,
11653,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11654,Zumba Fitness Core,Wii,2012.0,Misc,505 Games,0.0,0.07,0.0,0.01,0.07,,,,,,,,,,,--,(1),5,+12 ans,,,,
11655,Yoru no Nai Kuni,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,15,(3),18.3,,,,Steam PlayStation Store Blu-Ray,
11656,Generator Rex: Agent of Providence,PS3,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,,,,,,,,,--,(0),--,,,,Blu-Ray,
11657,Jimmie Johnson's Anything With an Engine,PS3,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.07,,,,,,,,,,,--,(0),--,,,,Blu-Ray,
11658,Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,,,,,,,,,,,12,(4),15.3,+12 ans,,,DVD,Voix en anglais Textes en anglais
11659,Boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,,,,,,--,no_data,no_data,+3 ans,1 à 2 joueurs,,Cartouche,
11660,NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07,,,,,"i350037 · Etat Général : Correct, Bandeau refait en 2 Joysticks, 6 Boutons par joueur · Essais : ...",,,,,,no_data,no_data,no_data,,,,,
11661,Jewel Link Chronicles: Legend of Athena,DS,2011.0,Puzzle,GSP,0.0,0.06,0.0,0.01,0.07,,,,,,,,,,,9,no_data,no_data,+3 ans,non,Jouable en solo,,
11662,Gundam Battle Tactics,PSP,2005.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,--,(0),--,,,,UMD,
11663,Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11664,Aikatsu! My No.1 Stage!,3DS,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Bandai Namco Games/ Classification : Indéfini,,,,,,,,,,no_data,no_data,no_data,,,,,
11665,Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07,Atlus; Editeur: Sony Computer Entertainment ...,,,,,,,,,,no_data,no_data,no_data,,,,,
11666,Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,Crave Entertainment,0.07,0.0,0.0,0.01,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11667,And1 Streetball,XB,2006.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07,,,,,,,,,,,9,(4),14.8,+3 ans,,,CD,Textes en français Voix en anglais
11668,Gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07,,,,,,,,,,,15,(7),19.1,+12 ans,,,,
11669,Adventure Time: Finn & Jake Investigations,3DS,2015.0,Action,Little Orbit,0.02,0.05,0.0,0.01,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11670,Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,,no_data,no_data,no_data,,,,,
11671,Jewel Time Deluxe,DS,2011.0,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07,,,,,,,,,,,8,(1),7,+3 ans,non,Jouable en solo,,
